Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to percentiles,Time period Sortable,New data,Compared to goal,Time period range
93553,Deprivation score (IMD 2019),E92000001,England,A81063,The Headland Medical Centre,GP,Persons,All ages,,,2019,37.62924613144,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81064,The Discovery Practice,GP,Persons,All ages,,,2019,46.1153732037194,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81065,The Eston Surgery,GP,Persons,All ages,,,2019,49.1623432645786,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81066,Park Lane Surgery,GP,Persons,All ages,,,2019,16.0813719670711,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81067,Alma Medical Centre,GP,Persons,All ages,,,2019,40.5102659619811,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81070,Mckenzie Group Practice,GP,Persons,All ages,,,2019,31.3171107635433,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81602,Dr Rasool,GP,Persons,All ages,,,2019,21.7278763265306,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81608,Elm Tree Surgery,GP,Persons,All ages,,,2019,38.9923193048576,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81610,The Roseberry Practice,GP,Persons,All ages,,,2019,23.3312709188912,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81611,Parkway Medical Centre,GP,Persons,All ages,,,2019,28.8155197020989,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81612,The Patel Practice,GP,Persons,All ages,,,2019,23.4124490521327,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81618,Huntcliff Surgery,GP,Persons,All ages,,,2019,20.8952369499002,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81621,Thorntree Surgery,GP,Persons,All ages,,,2019,67.4074078834619,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81622,Gladstone House Surgery,GP,Persons,All ages,,,2019,40.3952235633219,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81629,Riverside Medical Practice,GP,Persons,All ages,,,2019,38.5198491307947,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81631,West View Millenium Surgery A,GP,Persons,All ages,,,2019,35.4825945626478,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81633,Foundations -Harris Street,GP,Persons,All ages,,,2019,62.9895157894737,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A81634,The Arrival Practice,GP,Persons,All ages,,,2019,59.1517907361456,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82003,Ulverston Health Centre (Murray),GP,Persons,All ages,,,2019,14.5789282592862,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82004,Alston Medical Practice,GP,Persons,All ages,,,2019,20.101738722644,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82005,Ambleside Health Centre,GP,Persons,All ages,,,2019,12.5832611798287,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82006,Appleby Medical Practice,GP,Persons,All ages,,,2019,15.8849782873377,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82007,Duke Street Surgery,GP,Persons,All ages,,,2019,35.3418782536555,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82008,Norwood Medical Centre,GP,Persons,All ages,,,2019,32.3190805721528,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82009,Bridgegate Medical Centre,GP,Persons,All ages,,,2019,33.3358101706331,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82010,Abbey Road Surgery,GP,Persons,All ages,,,2019,26.7395717054264,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82012,Brampton Medical Practice,GP,Persons,All ages,,,2019,14.1883125860989,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82013,Upper Eden Medical Practice,GP,Persons,All ages,,,2019,20.568628147482,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82014,Caldbeck Surgery,GP,Persons,All ages,,,2019,17.6314096385542,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82015,Warwick Road Surgery,GP,Persons,All ages,,,2019,27.8074726618705,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82016,Carlisle Healthcare,GP,Persons,All ages,,,2019,22.7083933960201,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82018,Spencer St Surgery,GP,Persons,All ages,,,2019,23.5269205640985,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82019,Fusehill Medical Practice,GP,Persons,All ages,,,2019,24.4890791528632,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82020,Eden Medical Group,GP,Persons,All ages,,,2019,24.6237100662252,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82021,Castlegate and Derwent Surgery,GP,Persons,All ages,,,2019,13.4107260768335,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82022,Dalston Medical Group,GP,Persons,All ages,,,2019,14.9383263943441,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82023,Distington Surgery,GP,Persons,All ages,,,2019,23.8847589338598,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82024,Seascale Health Centre,GP,Persons,All ages,,,2019,14.4670163588391,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82025,Captain French Surgery,GP,Persons,All ages,,,2019,14.3983928466725,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82026,The James Cochrane Pract.,GP,Persons,All ages,,,2019,12.5094990254529,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82027,Station House Surgery,GP,Persons,All ages,,,2019,13.5584413325472,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82028,Castlehead Medical Centre,GP,Persons,All ages,,,2019,12.6257578529306,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82029,The Croft Surgery,GP,Persons,All ages,,,2019,18.7093640552995,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82030,Lunesdale Surgery,GP,Persons,All ages,,,2019,11.6019872230309,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82031,Shap Medical Practice,GP,Persons,All ages,,,2019,15.6970581280788,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82032,Maryport Health Services,GP,Persons,All ages,,,2019,30.2179211851,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82033,Waterloo House Surgery,GP,Persons,All ages,,,2019,27.2743925256473,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82035,Birbeck Medical Group,GP,Persons,All ages,,,2019,14.8870993436346,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82036,The Lakes Medical Practice,GP,Persons,All ages,,,2019,14.9613919064925,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82037,Silloth Group Medical Practice,GP,Persons,All ages,,,2019,24.4071086026616,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82038,Temple Sowerby Medical Practice,GP,Persons,All ages,,,2019,15.8925187177281,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82039,Dalton Surgery,GP,Persons,All ages,,,2019,19.0933979390992,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82041,Lowther Medical Centre,GP,Persons,All ages,,,2019,27.7084508150646,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82044,Fellview Healthcare,GP,Persons,All ages,,,2019,25.9900760982936,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82045,Wigton Group Medical Practice,GP,Persons,All ages,,,2019,19.0075265375854,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82046,Windermere Health Centre,GP,Persons,All ages,,,2019,12.3060646482636,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82047,James Street Group Pract,GP,Persons,All ages,,,2019,30.4045359774599,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82053,Nutwood Medical Practice,GP,Persons,All ages,,,2019,11.4581838220425,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82055,Aspatria Medical Group,GP,Persons,All ages,,,2019,22.2377409211692,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82058,Queen Street Medical Practice,GP,Persons,All ages,,,2019,24.3773396614822,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82062,Atkinson Health Centre,GP,Persons,All ages,,,2019,37.8148508474576,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82064,Westcroft House Surgery,GP,Persons,All ages,,,2019,21.9488896117097,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82068,Ulverston Community Health Centre,GP,Persons,All ages,,,2019,15.3760381080475,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82070,St.Mary's Surgery,GP,Persons,All ages,,,2019,12.4484131372862,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82071,Burnett Edgar Medical Ctr,GP,Persons,All ages,,,2019,27.7260274446494,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82072,Risedale Surgery,GP,Persons,All ages,,,2019,33.6302795115332,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82075,Mansion House Surgery,GP,Persons,All ages,,,2019,28.8676764789534,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82077,Liverpool House Surgery,GP,Persons,All ages,,,2019,30.8616415486308,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82608,Sedbergh Medical Practice,GP,Persons,All ages,,,2019,15.4573287318671,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82613,Wraysdale House Surgery,GP,Persons,All ages,,,2019,13.9375894941634,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82617,Kirkoswald Surgery,GP,Persons,All ages,,,2019,14.2411085209003,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82620,Glenridding Health Centre,GP,Persons,All ages,,,2019,17.7705661764706,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82629,The Family Practice,GP,Persons,All ages,,,2019,38.5631691312384,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82631,Court Thorn Surgery,GP,Persons,All ages,,,2019,14.8144722307456,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82646,Longtown Medical Centre,GP,Persons,All ages,,,2019,31.1449816807211,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82647,Cartmel Surgery,GP,Persons,All ages,,,2019,11.5484988897113,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82650,Haverthwaite Surgery,GP,Persons,All ages,,,2019,15.5593969109195,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82651,Duddon Valley Medical Practice,GP,Persons,All ages,,,2019,13.8025966360856,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A82654,Warwick Square Group Practice,GP,Persons,All ages,,,2019,24.9438946472975,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A83001,St andrew's Medical Practice,GP,Persons,All ages,,,2019,26.4540396039604,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A83003,Willington Medical Group,GP,Persons,All ages,,,2019,34.8375972688848,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A83005,Whinfield Medical Practice,GP,Persons,All ages,,,2019,25.958373747495,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A83006,Orchard Court Surgery,GP,Persons,All ages,,,2019,26.4010175613401,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A83007,Blackhall and Peterlee Practice,GP,Persons,All ages,,,2019,40.223117454003,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A83008,Hallgarth Surgery,GP,Persons,All ages,,,2019,42.4418082863892,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A83009,Bridge End Surgery,GP,Persons,All ages,,,2019,20.2981154631743,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A83010,Moorlands Surgery,GP,Persons,All ages,,,2019,22.6926761719594,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
93553,Deprivation score (IMD 2019),E92000001,England,A83011,Claypath & University Medical Group,GP,Persons,All ages,,,2019,10.9044100978401,,,,,,,,Cannot be calculated,Not compared,Not compared,20190000,,,1y
